rule_id,entity_id,entity_origin,target_origin,compound_name,synonyms,compound_class,subclass,formula,exact_mass,ion_mode,adduct,reported_precursor_mz,reported_fragments,reported_neutral_losses,literature_status,derivation_id,evidence_ids,review_status,review_note
cmp_c9f12ee56ae109,entity_c9f12ee56ae109af,reported,reported,15-decarboxy-betanin,,betalain,,C23H26N2O11,506.15365966211,positive,[M+H]+,507.1609,299;255;253;214;55;345.1;299.1;297.08;281.09;255.11;253.09;194.04;178.05;176.07;150.05;138.05;132.04;106.06;479.17;478.16;477.15;475.17;473.16;472.15;471.14;470.13;469.12;467.17;465.15;464.14;463.17;462.16;461.16;460.15;459.14;455.14;454.14;453.13;451.11;449.16;448.15;447.14;445.16;444.15;443.14;442.14;441.13;437.16;435.14;434.13;432.15;431.14;429.17;427.15;426.14;425.13;419.14;418.14;417.13;416.12;414.14;413.13;409.14;408.13;401.13;399.12;396.13;383.12;382.11;381.11;375.12;373.1;369.11;368.1;366.12;364.1;358.11;357.11;356.1;355.09;352.1;351.09;348.11;346.09;345.11;344.1;343.09;342.09;341.09;340.1;339.09;338.09;337.08;334.09;331.13;330.12;329.11;328.11;327.1;326.09;325.09;324.08;323.08;322.09;321.08;320.08;319.07;317.11;316.11;315.13;314.13;313.12;312.11;311.1;310.09;307.08;306.07;305.11;303.1;302.07;301.12;300.11;298.09;297.1;296.09;295.11;294.1;293.09;291.1;288.11;287.1;286.09;285.1;284.12;283.11;282.1;280.09;279.09;276.09;275.1;273.1;272.08;271.08;270.07;269.13;268.09;267.09;259.11;257.09;256.08;255.09;254.08;253.07;252.06;250.08;249.08;243.11;241.1;240.09;237.09;236.08;235.06;223.07;221.09;220.06;219.08;209.09;207.08;205.06;204.07;202.05;196.06;195.05;193.1;192.03;191.08;190.05;189.07;182.08;181.05;180.04;179.08;177.04;176.03;167.08;166.09;165.05;164.05;163.04;162.05;152.07;149.05;148.04;147.04;146.04;145.05;136.08;135.04;134.04;130.04;124.04;123.04;119.05;111.04;110.06;109.03;108.02;107.05;106.04,,reported,,chunk_6728239b8e00bff5424c;chunk_c38516e1a5ad8f5aef05;chunk_56f38b1e1a09d04a44b5;chunk_6d17a155e997faa0c330,candidate,Structured compound record mined from local corpus text.
cmp_386f398d7ea8f7,entity_386f398d7ea8f7f8,reported,reported,"2,15-bidecarboxy-betanin",,betalain,,C22H27N2O9,463.17165545520004,positive,[M+H]+,,257;255;202,,reported,,chunk_6728239b8e00bff5424c;claim_80d59072f35b26e3,candidate,Structured compound record mined from local corpus text.
cmp_101985cf1f94d9,entity_101985cf1f94d966,reported,reported,"2,15-bidecarboxy-xanbetanin",,betalain,,C22H25N2O9,461.15600539074,positive,[M+H]+,,,,reported,,chunk_6d000622e583807e58e7,candidate,Structured compound record mined from local corpus text.
cmp_a09de6077b5584,entity_a09de6077b5584b0,reported,reported,"2,15,17-tridecarboxy-neobetanin",,betalain,,C21H24N2O7,416.15835111937,positive,[M+H]+,417.1656,417.17;349.11;271.09;255.11;159.04;130.03;399.16;398.15;397.14;396.13;395.12;391.15;390.14;389.13;388.13;387.16;386.15;385.14;384.13;383.12;382.15;381.14;380.14;379.13;375.16;373.14;372.13;371.12;370.12;369.14;368.14;367.13;366.12;365.11;363.13;361.14;359.12;357.14;356.14;355.13;354.12;353.11;351.13;350.13;349.12;345.14;344.14;343.13;342.12;341.11;340.11;339.13;338.12;337.12;331.13;329.15;327.13;326.13;325.12;324.11;323.1;321.12;320.11;319.11;315.13;314.12;313.12;312.11;311.1;310.09;309.12;308.12;307.11;302.1;301.12;300.11;299.11;298.09;297.12;296.11;295.11;294.1;293.09;288.11;286.09;285.1;284.09;283.11;282.1;281.09;279.09;278.1;276.09;273.1;271.08;270.07;269.13;268.09;267.11;266.1;254.1;253.1;241.13;240.09;239.12;237.1;236.09;229.1;227.08;226.07;225.1;224.09;223.12;213.1;211.09;210.08;197.11;195.09;180.06;179.06;178.05;177.04;176.07;175.02;165.08;164.07;163.06;162.05;161.04;160.04;159.03;152.07;151.06;150.05;149.04;148.04;147.07;146.08;145.05;144.04;143.03;139.06;138.09;137.08;136.08;135.04;134.06;133.08;132.07;131.03;129.05;127.04;124.04;123.04;122.06;121.05;120.04;119.03;118.03;117.02;116.05;115.04;114.03;113.02;111.04;110.06;109.03;108.04;107.07;106.07;105.05;104.05;103.04;102.03;101.02;100.02;99.01;97.03;95.05;93.03;92.03;91.04;90.03;89.02;88.02;87.01;86.04;85.03;83.01;78.03;77.06;76.02;75.04;74.04;73.03;72.02;71.01;69;67.02;63.04;62.04;61.03;60.02;59.01;58;57.03;56.03;55.02;53;51.02;49.03;47.01;46;45;44.03;43.02;42.03;41.03,,reported,,chunk_6d000622e583807e58e7;chunk_d12aa39677775155a72d;chunk_06b8796a92c6a20988cc,candidate,Structured compound record mined from local corpus text.
cmp_f3a90a5b31ffaf,entity_f3a90a5b31ffaff0,reported,reported,"2,15-bidecarboxy-xanneobetanin",,betalain,,C22H23N2O9,459.14035532628003,positive,[M+H]+,,,,reported,,chunk_6d000622e583807e58e7,candidate,Structured compound record mined from local corpus text.
cmp_cc8b757fa91cda,entity_cc8b757fa91cda44,reported,reported,Ethanolamine-6-decarboxy-betaxanthin,,betalain,,C10H14N2O3,210.10044231879,,,,,,reported,,chunk_2e6f478d84bd1adaa34f,candidate,Structured compound record mined from local corpus text.
cmp_f71baae03be8f4,entity_f71baae03be8f452,reported,reported,Glycine-6-decarboxy-betaxanthin,,betalain,,C10H12N2O4,224.0797068739,,,,,,reported,,chunk_2e6f478d84bd1adaa34f,candidate,Structured compound record mined from local corpus text.
cmp_8bda59727906d3,entity_8bda59727906d389,reported,reported,γ-Aminobutyric acid-6-decarboxy-betaxanthin,,betalain,,C12H16N2O4,252.11100700282,,,,,,reported,,chunk_2e6f478d84bd1adaa34f,candidate,Structured compound record mined from local corpus text.
cmp_a35dbcf1cfb8f9,entity_a35dbcf1cfb8f976,reported,reported,Serine-6-decarboxy-betaxanthin,,betalain,,C11H14N2O5,254.09027155793,,,,,,reported,,chunk_6c673d6f1f93d305ea43,candidate,Structured compound record mined from local corpus text.
cmp_fc5165198cfdb0,entity_fc5165198cfdb09a,reported,reported,Histamine-6-decarboxy-betaxanthin,,betalain,,C13H16N4O2,260.12732577254,,,,,,reported,,chunk_6c673d6f1f93d305ea43,candidate,Structured compound record mined from local corpus text.
cmp_1574e5e89370df,entity_1574e5e89370df1f,reported,reported,Norvaline-6-decarboxy-betaxanthin,,betalain,,C13H18N2O4,266.12665706728,,,,,,reported,,chunk_6c673d6f1f93d305ea43,candidate,Structured compound record mined from local corpus text.
cmp_06d22cd6823ec9,entity_06d22cd6823ec973,reported,reported,Threonine-6-decarboxy-betaxanthin,,betalain,,C12H16N2O5,268.10592162239,,,,,,reported,,chunk_6c673d6f1f93d305ea43,candidate,Structured compound record mined from local corpus text.
cmp_c2c858bb552850,entity_c2c858bb552850de,reported,reported,Phenylethylamine-6-decarboxy-betaxanthin,,betalain,,C16H18N2O2,270.13682782814,,,,,,reported,,chunk_6c673d6f1f93d305ea43,candidate,Structured compound record mined from local corpus text.
cmp_866d468dd32606,entity_866d468dd326063a,reported,reported,Hydroxyproline-6-decarboxy-betaxanthin,,betalain,,C13H17N2O5,281.11374665462,,,,,,reported,,chunk_8bbe0b841f24bbec6e03,candidate,Structured compound record mined from local corpus text.
cmp_4920996bfe1a50,entity_4920996bfe1a50cc,reported,reported,Asparagine-6-decarboxy-betaxanthin,,betalain,,C12H15N3O5,281.10117059459,,,,,,reported,,chunk_8bbe0b841f24bbec6e03,candidate,Structured compound record mined from local corpus text.
cmp_d51b7cee67dc9c,entity_d51b7cee67dc9c60,reported,reported,Tyramine-6-decarboxy-betaxanthin,,betalain,,C16H18N2O3,286.13174244771,,,,,,reported,,chunk_8bbe0b841f24bbec6e03,candidate,Structured compound record mined from local corpus text.
cmp_2a0241154596be,entity_2a0241154596bee0,reported,reported,Glutamine-6-decarboxy-betaxanthin,,betalain,,C13H17N3O5,295.11682065905,,,,,,reported,,chunk_8bbe0b841f24bbec6e03,candidate,Structured compound record mined from local corpus text.
cmp_357e1c20bd01da,entity_357e1c20bd01da32,reported,reported,Methionine-6-decarboxy-betaxanthin,,betalain,,C13H18N2O4S,298.09872824168,,,,,,reported,,chunk_9d96a87c6a016fdc4c9a,candidate,Structured compound record mined from local corpus text.
cmp_886822a2f7fc49,entity_886822a2f7fc49a6,reported,reported,Dopamine-6-decarboxy-betaxanthin,,betalain,,C16H18N2O4,302.12665706728,,,,,,reported,,chunk_9d96a87c6a016fdc4c9a;claim_d43a04e7f96e8445,candidate,Structured compound record mined from local corpus text.
cmp_4b0e5e81c3d3b4,entity_4b0e5e81c3d3b402,reported,reported,Histidine-6-decarboxy-betaxanthin,,betalain,,C14H16N4O4,304.11715501168,,,,,,reported,,chunk_9d96a87c6a016fdc4c9a,candidate,Structured compound record mined from local corpus text.
cmp_3585d69f59ceac,entity_3585d69f59ceac52,reported,reported,Methionine sulfoxide-6-decarboxy-betaxanthin,,betalain,,C13H18N2O5S,314.09364286125,,,,,,reported,,chunk_9d96a87c6a016fdc4c9a,candidate,Structured compound record mined from local corpus text.
cmp_9496c0733f9d7b,entity_9496c0733f9d7be4,reported,reported,Arginine-6-decarboxy-betaxanthin,,betalain,,C14H21N5O4,323.15935417726,,,,,,reported,,chunk_dc31888782636c918168,candidate,Structured compound record mined from local corpus text.
cmp_4c8c06c0d169a8,entity_4c8c06c0d169a8ac,reported,reported,Tyrosine-6-decarboxy-betaxanthin,,betalain,,C17H18N2O5,330.12157168685,,,,,,reported,,chunk_dc31888782636c918168,candidate,Structured compound record mined from local corpus text.
cmp_a1937fd58efd8a,entity_a1937fd58efd8a0e,reported,reported,DOPA-6-decarboxy-betaxanthin,,betalain,,C17H18N2O6,346.11648630642003,,,,,,reported,,chunk_dc31888782636c918168,candidate,Structured compound record mined from local corpus text.
cmp_2fb09f27b76039,entity_2fb09f27b7603910,reported,reported,boxy‐betanin,,betalain,,C16H17N2O4,301.11883203505,positive,[M+H]+,,,,reported,,chunk_71cd414e96c1d54d759c,candidate,Structured compound record mined from local corpus text.
cmp_8dff9c48adb2e7,entity_8dff9c48adb2e777,reported,reported,6′‐feruloyl‐betanin,,betalain,,C34H35N2O16,727.19865805003,positive,[M+H]+,,,,reported,,chunk_98b5fb693a18377a06b1,candidate,Structured compound record mined from local corpus text.
cmp_39d820fd40a9e2,entity_39d820fd40a9e20d,reported,reported,Ethanolamine‐betaxanthin,,betalain,,C12H14N2O5,266.09027155793,positive,[M+H]+,,,,reported,,chunk_d2cec9626b23e720267e,candidate,Structured compound record mined from local corpus text.
cmp_2e476a78e7b6cd,entity_2e476a78e7b6cd94,reported,reported,betaxanthin,,betalain,,C12H14N2O5,266.09027155793,positive,[M+H]+,,,,reported,,chunk_d2cec9626b23e720267e,candidate,Structured compound record mined from local corpus text.
cmp_4b77c6b8224b9c,entity_4b77c6b8224b9cc6,reported,reported,Threonine‐beta‐xanthin,,betalain,,C13H16N2O7,312.09575086153,positive,[M+H]+,,59,,reported,,chunk_c80c5e5749ff84090db1,candidate,Structured compound record mined from local corpus text.
cmp_6e823a860c84c9,entity_6e823a860c84c998,reported,reported,xanthin,,betalain,,C13H16N2O7,312.09575086153,positive,[M+H]+,,59,,reported,,chunk_c80c5e5749ff84090db1,candidate,Structured compound record mined from local corpus text.
cmp_32c2cd88436a9b,entity_32c2cd88436a9bfa,reported,reported,Vulgaxanthin,,betalain,,C14H17N387,5604.32266526232,positive,[M+H]+,,,,reported,,chunk_8b101126561ba0c762fe,candidate,Structured compound record mined from local corpus text.
cmp_4e9ec44b57d52c,entity_4e9ec44b57d52cd9,reported,reported,(glutamine‐beta‐ I,,betalain,,C14H17N387,5604.32266526232,positive,[M+H]+,,,,reported,,chunk_8b101126561ba0c762fe,candidate,Structured compound record mined from local corpus text.
cmp_e8240e6ed045d1,entity_e8240e6ed045d173,reported,reported,(leucine‐betaxan‐Vulgaxanthin IV,,betalain,,C15H20N2O6,324.13213637088,positive,[M+H]+,,,,reported,,chunk_68f76b912be8addd589b,candidate,Structured compound record mined from local corpus text.
cmp_87272a07094913,entity_87272a070949138a,reported,reported,(leucine‐betaxan‐(leucine‐betaxan‐thin),,betalain,,C15H20N2O6,324.13213637088,positive,[M+H]+,,,,reported,,chunk_68f76b912be8addd589b,candidate,Structured compound record mined from local corpus text.
cmp_6335b2292414fe,entity_6335b2292414fe33,reported,reported,18-chloro-betanin (1a),,betalain,,C24H26ClN2O13,585.11234158325,positive,[M+H]+,,423;377;341;295;387,,reported,,chunk_3110c305ba6c5f7056f7;chunk_afbdef08147047c8f727,candidate,Structured compound record mined from local corpus text.
cmp_800dc504b26694,entity_800dc504b266948a,reported,reported,18-chloro-15-decarboxy-mechanism,,betalain,,C23H26ClN2O11,541.12251234411,positive,[M+H]+,,379;333;251;343,,reported,,chunk_c7f6416d93feb3a50d18,candidate,Structured compound record mined from local corpus text.
cmp_38f2fb522ab3d4,entity_38f2fb522ab3d4ec,reported,reported,Prebetanin,,betalain,,C24H26N2O16S,630.10030393436,positive,[M+H]+,631.1076,253.09;194.04;166.05;178.05;176.07;150.05;138.05;132.04;106.6;389.09;345.1;343.09;299.1;297.08;281.09;269.09;255.11;602.1;601.1;599.12;598.11;597.1;596.09;595.09;594.08;593.07;591.11;589.1;588.09;587.12;586.11;585.1;584.09;583.09;581.11;580.1;579.09;578.08;577.08;575.06;573.1;571.12;570.12;569.11;568.1;567.09;566.08;565.08;563.1;561.1;559.09;558.08;557.11;556.1;555.09;553.11;552.1;551.1;550.09;549.08;545.11;543.09;542.08;541.08;540.07;539.1;538.09;537.08;533.14;532.13;531.12;527.1;525.08;523.07;517.15;516.14;515.13;514.12;513.11;509.09;507.07;505.15;504.14;503.13;501.15;499.13;498.13;497.12;495.1;493.15;491.13;489.15;488.14;487.13;486.13;485.12;483.14;481.12;479.11;475.13;473.16;471.14;470.13;469.12;463.13;462.07;461.12;460.11;459.14;458.13;457.12;449.06;448.05;447.14;446.08;445.12;444.06;443.11;438.07;437.06;436.05;435.05;432.06;431.05;429.13;427.11;425.1;423.06;422.05;421.04;420.06;419.05;418.04;417.04;410.08;408.06;405.05;404.04;403.03;402.05;400.03;393.05;392.06;391.06;390.05;389.1;388.09;387.08;386.03;380.06;379.03;378.05;377.05;376.05;375.12;374.05;373.1;372.1;371.09;370.08;369.07;368.06;366.05;365.05;364.1;361.1;360.05;359.12;357.11;356.1;355.09;354.08;353.05;351.04;350.03;349.1;348.05;347.04;345.11;344.1;343.13;342.08;341.11;340.1;339.1;338.09;337.08;335.04;334.04;333.03;332.02;331.09;330.04;329.11;327.1;326.09;325.08;324.08;323.08;322.09;320.08;319.09;317.08;316.07;315.1;314.09;313.08;307.08;306.07;303.1;301.08;300.07;299.07;298.06;297.09;294.1;287.1;285.09;284.08;283.07;282.06;281.08;280.07;279.09;271.11;268.08;267.06;265.08;264.07;263.07;262.06;259.01;255.09;253.08;252.06;251.07;250.08;249.05;247.07;245.06;243.02;237.09;235.07;233.06;231.04;225.01;223.07;222.06;220.06;211.07;209.06;208.05;207.08;205.06;196.06;195.05;193.04;192.03;191.05;182.08;181.05;180.04;179.03;177.04;176.03;167.07;166.09;165.05;164.05;163.04;147.04;146.04;145.05;135.04;134.04;130.04;124.04;123.04;119.05;111.04;110.06;109.03;108.02;107.05;106.04,,reported,,chunk_185a54d9c1554c086b1f;chunk_ed6a5031b8a947980827,candidate,Structured compound record mined from local corpus text.
cmp_729b1550edfce7,entity_729b1550edfce7b8,reported,reported,2-decarboxy-xanbetanin,,betalain,,C23H24N2O11,504.13800959765,positive,[M+H]+,505.1453,343.09;299.1;297.08;281.09;269.09;255.08;253.09;194.04;178.05;176.07;150.05;138.05;132.04;106.06,,reported,,chunk_604c7281d5352cd71b73,candidate,Structured compound record mined from local corpus text.
cmp_e05ca0022951c3,entity_e05ca0022951c3c7,reported,reported,Isoprebetanin,,betalain,,C24H26N2O16S,630.10030393436,positive,[M+H]+,631.1076,253.09;194.04;166.05;178.05;176.07;150.05;138.05;132.04;106.6;389.09;345.1;343.09;299.1;297.08;281.09;269.09;255.11;602.1;601.1;599.12;598.11;597.1;596.09;595.09;594.08;593.07;591.11;589.1;588.09;587.12;586.11;585.1;584.09;583.09;581.11;580.1;579.09;578.08;577.08;575.06;573.1;571.12;570.12;569.11;568.1;567.09;566.08;565.08;563.1;561.1;559.09;558.08;557.11;556.1;555.09;553.11;552.1;551.1;550.09;549.08;545.11;543.09;542.08;541.08;540.07;539.1;538.09;537.08;533.14;532.13;531.12;527.1;525.08;523.07;517.15;516.14;515.13;514.12;513.11;509.09;507.07;505.15;504.14;503.13;501.15;499.13;498.13;497.12;495.1;493.15;491.13;489.15;488.14;487.13;486.13;485.12;483.14;481.12;479.11;475.13;473.16;471.14;470.13;469.12;463.13;462.07;461.12;460.11;459.14;458.13;457.12;449.06;448.05;447.14;446.08;445.12;444.06;443.11;438.07;437.06;436.05;435.05;432.06;431.05;429.13;427.11;425.1;423.06;422.05;421.04;420.06;419.05;418.04;417.04;410.08;408.06;405.05;404.04;403.03;402.05;400.03;393.05;392.06;391.06;390.05;389.1;388.09;387.08;386.03;380.06;379.03;378.05;377.05;376.05;375.12;374.05;373.1;372.1;371.09;370.08;369.07;368.06;366.05;365.05;364.1;361.1;360.05;359.12;357.11;356.1;355.09;354.08;353.05;351.04;350.03;349.1;348.05;347.04;345.11;344.1;343.13;342.08;341.11;340.1;339.1;338.09;337.08;335.04;334.04;333.03;332.02;331.09;330.04;329.11;327.1;326.09;325.08;324.08;323.08;322.09;320.08;319.09;317.08;316.07;315.1;314.09;313.08;307.08;306.07;303.1;301.08;300.07;299.07;298.06;297.09;294.1;287.1;285.09;284.08;283.07;282.06;281.08;280.07;279.09;271.11;268.08;267.06;265.08;264.07;263.07;262.06;259.01;255.09;253.08;252.06;251.07;250.08;249.05;247.07;245.06;243.02;237.09;235.07;233.06;231.04;225.01;223.07;222.06;220.06;211.07;209.06;208.05;207.08;205.06;196.06;195.05;193.04;192.03;191.05;182.08;181.05;180.04;179.03;177.04;176.03;167.07;166.09;165.05;164.05;163.04;147.04;146.04;145.05;135.04;134.04;130.04;124.04;123.04;119.05;111.04;110.06;109.03;108.02;107.05;106.04,,reported,,chunk_5a93b1bf7c684ebe607a;chunk_6732a62550715089c26f,candidate,Structured compound record mined from local corpus text.
cmp_b5761b1ebdd963,entity_b5761b1ebdd96388,reported,reported,2-decarboxy-isoxanbetanin,,betalain,,C23H24N2O11,504.13800959765,positive,[M+H]+,505.1453,343.09;299.1;297.08;281.09;269.09;255.08;253.09;194.04;178.05;176.07;150.05;138.05;132.04;106.06,,reported,,chunk_36f9a1e15ee1c9a6dea3,candidate,Structured compound record mined from local corpus text.
cmp_3cd4231b34e449,entity_3cd4231b34e449b9,reported,reported,"2,17-bidecarboxy-xanbetanin",,betalain,,C22H24N2O9,460.14818035851,positive,[M+H]+,461.1555,55;343.09;299.1;297.08;281.09;269.09;255.08;253.09;194.04;178.05;176.07;150.05;138.05;132.04;106.06,,reported,,chunk_36f9a1e15ee1c9a6dea3,candidate,Structured compound record mined from local corpus text.
cmp_b6daaac55ebfae,entity_b6daaac55ebfaef3,reported,reported,17-decarboxy-isobetanin,,betalain,,C23H26N2O11,506.15365966211,positive,[M+H]+,507.1609,345.1;299.1;297.08;281.09;255.11;253.09;194.04;178.05;176.07;150.05;138.05;132.04;106.06;478.16;477.15;475.17;474.16;473.16;472.15;471.14;470.13;469.12;467.17;465.15;464.14;463.17;462.16;461.16;460.15;459.14;457.16;456.15;455.14;454.14;453.13;451.11;449.16;447.18;446.17;445.16;444.15;443.14;442.14;441.13;439.15;437.16;435.14;434.13;433.16;432.15;431.14;429.17;428.16;427.15;426.14;425.13;421.16;419.14;418.14;417.13;416.12;415.15;414.14;413.13;403.15;401.13;399.12;385.14;383.12;382.11;381.11;375.12;373.1;369.11;368.1;366.12;364.1;358.11;357.11;356.1;355.09;352.1;351.09;345.11;344.1;343.09;342.09;341.09;340.1;339.09;338.09;337.08;331.13;330.12;329.11;328.11;327.1;326.09;325.09;324.08;323.08;322.09;320.08;317.11;316.11;315.13;313.12;312.11;311.1;310.09;309.09;307.08;306.07;305.11;303.1;301.12;300.11;299.14;298.09;297.12;296.09;295.11;294.1;293.09;291.1;288.11;287.1;286.09;285.1;283.11;282.1;280.09;279.09;275.1;273.1;272.08;271.08;270.07;269.09;268.09;267.09;259.11;257.09;256.08;255.09;254.08;253.07;252.06;250.08;249.08;243.11;241.1;240.09;239.08;238.07;237.09;236.08;235.06;227.12;225.1;223.07;221.09;220.08;219.08;218.07;209.09;207.08;205.06;203.08;201.07;196.06;195.05;193.1;192.03;191.08;189.07;187.05;182.08;181.05;180.04;179.08;177.04;167.08;166.09;165.05;164.05;163.09;161.07;152.07;151.09;149.07;147.04;146.04;145.05;136.08;135.04;134.04;130.04;124.04;123.04;119.05;111.04;110.06;109.03;108.02;107.05;106.04,,reported,,chunk_0cad1c16a843ec08c84b;chunk_ea3211529f917eac6ad0;chunk_c1ad2ff7a6e1042caab8,candidate,Structured compound record mined from local corpus text.
cmp_44fd15e72f3dc9,entity_44fd15e72f3dc965,reported,reported,Phyllocactin,,betalain,,C27H28N2O16,636.14388282442,positive,[M+H]+,637.1512,253.09;194.04;166.05;178.05;176.07;150.05;138.05;132.04;106.6;345.1;299.1;297.08;281.09;255.11;608.15;607.14;605.16;604.15;603.15;602.14;601.13;600.12;599.11;597.16;595.14;594.13;593.16;592.15;591.15;590.14;589.13;587.15;586.14;585.14;584.13;583.12;581.1;579.15;577.17;575.15;574.14;573.14;572.13;571.12;569.14;567.15;565.13;564.12;563.15;562.14;561.14;559.16;558.15;557.14;556.13;555.12;551.15;550.14;549.14;548.13;547.12;546.11;545.14;544.13;543.12;535.16;534.15;533.14;532.13;531.12;529.11;523.16;522.15;521.14;519.16;517.15;516.14;515.13;514.12;513.11;511.1;509.14;507.16;505.15;504.14;503.13;501.15;499.13;498.13;497.12;495.1;493.15;491.13;489.15;488.14;487.13;486.13;485.12;481.15;479.13;478.12;477.15;476.14;475.13;473.16;471.14;470.13;469.12;468.11;465.15;463.13;461.12;460.11;459.14;458.13;457.12;455.11;447.14;445.12;444.11;443.11;442.1;441.09;429.1;428.09;427.09;426.1;425.1;424.09;423.08;412.1;411.09;410.08;409.08;408.09;406.08;399.09;398.11;397.1;396.09;395.1;394.09;393.08;392.07;389.1;388.09;387.08;386.07;385.08;383.1;382.09;380.1;375.12;373.1;372.09;371.1;370.08;369.07;367.1;366.09;365.09;361.1;360.1;359.12;358.11;357.11;356.07;355.09;354.09;353.09;351.06;349.1;347.09;345.11;343.13;342.09;341.11;340.1;339.1;338.09;337.08;336.08;335.08;331.09;329.11;327.1;326.09;325.09;324.08;323.08;321.06;320.08;319.09;317.08;316.07;315.1;314.09;313.08;312.11;307.08;306.07;303.1;301.08;300.07;299.07;298.06;297.1;294.1;287.1;285.1;284.08;283.07;282.06;281.08;280.07;279.09;273.1;271.08;270.07;269.09;268.09;267.06;265.08;264.07;263.07;262.06;255.09;253.08;252.06;251.07;250.08;249.05;247.07;245.06;237.09;235.07;233.06;231.04;223.07;222.06;211.07;207.08;205.06;196.06;193.04;192.03;182.08;180.04;179.03;177.04;165.05;164.05;163.04;147.04;146.04;135.04;134.04;130.04;123.04;119.05;111.04;109.03;108.02;107.05;106.04,,reported,,chunk_0cad1c16a843ec08c84b;chunk_e605b162dda8c2e6ca53;chunk_16328953cc580865a80c,candidate,Structured compound record mined from local corpus text.
